timestamp,vin,lat,long,coolant_temp,vapor_pressure,cm_voltage,torque_percent,oxygen_rate,voltage,status
3/18/2021 15:33,PAI-Vehicle,35.60542847,139.7524881,6355,81.8,6072.5,358,53.5,63.6,Normal
3/18/2021 15:34,PAI-Vehicle,35.60640545,139.7527456,6421,81.2,7386.3,214,34.3,92.1,Normal
3/18/2021 15:35,PAI-Vehicle,35.60539358,139.755106,5602,79.2,7856.2,301,48.9,71.7,Normal
3/18/2021 15:36,PAI-Vehicle,35.59827527,139.7551918,8939,82.2,6460.6,5,47.6,93.6,Normal
3/18/2021 15:37,PAI-Vehicle,35.59003956,139.7550201,7599,74.4,6239.3,69,38.5,55.3,Normal
3/18/2021 15:38,PAI-Vehicle,35.58403674,139.7548485,5937,70.9,7168.3,19,41,98.1,Normal
3/18/2021 15:39,PAI-Vehicle,35.57621843,139.7577667,9211,72.1,6389.1,163,42.5,86.2,Normal
3/18/2021 15:40,PAI-Vehicle,35.56937678,139.7598267,10158,75.7,6758.3,73,46.6,90.2,Normal
3/18/2021 15:41,PAI-Vehicle,35.56560665,139.7668648,18919,77.4,6269.6,434,51.6,73.7,Normal
3/18/2021 15:42,PAI-Vehicle,35.5614174,139.7747612,10937,77.9,7724.9,52,48.4,87.2,Abnormal
3/18/2021 15:43,PAI-Vehicle,35.55764689,139.7807693,10539,81.1,7114.1,211,36.8,86.5,Normal
3/18/2021 15:44,PAI-Vehicle,35.54884834,139.7871208,18192,86.2,7498.2,82,49.7,60.8,Normal
3/18/2021 15:45,PAI-Vehicle,35.54521691,139.7895241,11453,73.1,6624.9,4,60.2,67.4,Normal
3/18/2021 15:46,PAI-Vehicle,35.54350589,139.7904253,5969,83.1,6026.1,139,48.9,84.5,Normal
3/18/2021 15:47,PAI-Vehicle,35.54423919,139.7919703,7216,77.7,7014.3,236,62.4,82.3,Normal
3/18/2021 15:48,PAI-Vehicle,35.54210912,139.7936869,16214,78.2,7714.6,171,69.6,49.8,Normal
3/18/2021 15:49,PAI-Vehicle,35.53903612,139.7957039,48222,227.7,22388.9,486,133.1,244.9,Abnormal
3/18/2021 15:50,PAI-Vehicle,35.5367313,139.7973347,8431,80.9,6065.4,12,58.1,57.5,Normal
3/18/2021 15:51,PAI-Vehicle,35.53777896,139.7997379,25108,173.2,15670.7,531,107.5,143.9,Abnormal
3/18/2021 15:52,PAI-Vehicle,35.53407718,139.802227,20040,83.6,7059,263,56.4,89.8,Normal
3/18/2021 15:53,PAI-Vehicle,35.53135312,139.8041582,6582,71.8,6729,193,63.2,58.8,Normal
3/18/2021 15:54,PAI-Vehicle,35.52939733,139.8054028,9776,75.4,6627,85,62.2,35.6,Normal
3/18/2021 15:55,PAI-Vehicle,35.52768598,139.8074627,15158,82.8,7479.4,124,33.6,110.4,Normal
3/18/2021 15:56,PAI-Vehicle,35.53201668,139.8122263,8881,88.4,7385,476,54.7,23.8,Normal
3/18/2021 15:57,PAI-Vehicle,35.53624239,139.8171616,7458,77.9,7014.6,244,50.9,80.7,Normal
3/18/2021 15:58,PAI-Vehicle,35.54060756,139.8219252,7021,76.4,7494,360,41.8,56.7,Normal
3/18/2021 15:59,PAI-Vehicle,35.54169008,139.8200798,2194,150.3,14815.8,438,122.6,227,Abnormal
3/18/2021 16:00,PAI-Vehicle,35.53865199,139.8168182,13559,78.1,6088.5,349,60.5,100,Normal
3/18/2021 16:01,PAI-Vehicle,35.53404226,139.8115826,19244,77,7073.2,253,45.1,47,Normal
3/18/2021 16:02,PAI-Vehicle,35.53016568,139.8069906,11991,75.5,7781.9,310,42.2,96.3,Normal
3/18/2021 16:03,PAI-Vehicle,35.53065463,139.8058748,33718,220.6,17144.8,630,125.8,207.4,Abnormal
3/18/2021 16:04,PAI-Vehicle,35.53474072,139.8030853,10162,73.9,7997.4,82,66.1,99.3,Normal
3/18/2021 16:05,PAI-Vehicle,35.53680114,139.801712,10016,71.3,7430.4,113,56.3,73.6,Normal
3/18/2021 16:06,PAI-Vehicle,35.53844246,139.801712,8765,78.4,7906.2,61,57.1,54.3,Normal
3/18/2021 16:07,PAI-Vehicle,35.53997899,139.8051023,6509,85.6,6768.1,99,60.1,61.1,Normal
3/18/2021 16:08,PAI-Vehicle,35.5440646,139.8021412,5661,87.1,7459.8,902,56.2,99.7,Normal
3/18/2021 16:09,PAI-Vehicle,35.54895309,139.7987509,10156,87.5,7644.2,160,36.8,92,Normal
3/18/2021 16:10,PAI-Vehicle,35.55426026,139.7945023,14418,75.8,6796.8,31,47.3,98.2,Normal
3/18/2021 16:11,PAI-Vehicle,35.5553426,139.7916698,5166,87.8,6771.8,919,45.6,86,Normal
3/18/2021 16:12,PAI-Vehicle,35.55907831,139.7887516,4461,83.7,6631.8,294,61.5,51.9,Normal
3/18/2021 16:13,PAI-Vehicle,35.56124284,139.7873354,13810,191.7,15094.4,511,131.2,129.8,Abnormal
3/18/2021 16:14,PAI-Vehicle,35.56414044,139.7851896,3246,84.4,7408.1,2,55.5,84.1,Normal
3/18/2021 16:15,PAI-Vehicle,35.56277893,139.7824001,17375,80.1,6817.5,174,53.6,78,Normal
3/18/2021 16:16,PAI-Vehicle,35.55914813,139.7851038,2501,71,6172.3,17,65.6,81.7,Normal
3/18/2021 16:17,PAI-Vehicle,35.55663441,139.7867775,41592,227.9,19040.8,356,194.3,246.5,Abnormal
3/18/2021 16:18,PAI-Vehicle,35.55555208,139.7853613,20794,87.4,6508.9,11,37.9,88.5,Abnormal
3/18/2021 16:19,PAI-Vehicle,35.5553426,139.7848892,8934,77,7235.5,75,44.9,90.1,Abnormal
3/18/2021 16:20,PAI-Vehicle,35.55506329,139.782486,6227,73.8,7923.4,181,61.1,80.3,Normal
3/18/2021 16:21,PAI-Vehicle,35.55055925,139.7857475,12931,79.3,6779.5,90,63.9,102.6,Normal
3/18/2021 16:22,PAI-Vehicle,35.5459502,139.7891378,5849,83.2,6328.3,6,61.1,78.7,Normal
3/18/2021 16:23,PAI-Vehicle,35.54064248,139.7929144,24124,75.4,7157.3,10,57.3,93.7,Normal
3/18/2021 16:24,PAI-Vehicle,35.53760435,139.7947598,9276,77.9,7677.7,581,49.9,70,Normal
3/18/2021 16:25,PAI-Vehicle,35.53330887,139.7954464,31394,204.7,22221.8,293,147.2,336.1,Abnormal
3/18/2021 16:26,PAI-Vehicle,35.52925763,139.7947168,11868,72.8,6779.8,163,54.9,71,Normal
3/18/2021 16:27,PAI-Vehicle,35.52475214,139.7933435,2827,83.7,6881.7,224,60.2,80.8,Normal
3/18/2021 16:28,PAI-Vehicle,35.52031625,139.792099,12674,80.2,7765.4,142,75.5,84.7,Normal
3/18/2021 16:29,PAI-Vehicle,35.51731228,139.7908974,13393,87,7479.2,222,53.2,72.2,Normal
3/18/2021 16:30,PAI-Vehicle,35.51811568,139.7930002,14047,83.1,7476.3,469,34.4,72.5,Normal
3/18/2021 16:31,PAI-Vehicle,35.51608971,139.7978926,12622,79.7,7441.4,29,61.3,102.1,Normal
3/18/2021 16:32,PAI-Vehicle,35.51151361,139.8048878,11322,72.3,7876,49,36.7,63.3,Normal
3/18/2021 16:33,PAI-Vehicle,35.5020462,139.8188782,10455,89.2,6530.1,283,56,62.7,Normal
3/18/2021 16:34,PAI-Vehicle,35.48974738,139.8363876,9878,79.2,6684.6,288,51.2,90.9,Normal
3/18/2021 16:35,PAI-Vehicle,35.47409161,139.8593903,6151,73.5,6633.4,122,36.8,111.8,Normal
3/18/2021 16:36,PAI-Vehicle,35.46122923,139.879303,14300,85.6,6342.9,981,46,68.4,Normal
3/18/2021 16:37,PAI-Vehicle,35.44948353,139.8957825,13306,72.7,7245.3,122,41.1,76.6,Normal
3/18/2021 16:38,PAI-Vehicle,35.43801583,139.9129486,4913,74.3,7617.7,48,71.2,71.4,Normal
3/18/2021 16:39,PAI-Vehicle,35.4359179,139.9188709,10803,70,6972.3,0,43.8,54.1,Normal
3/18/2021 16:40,PAI-Vehicle,35.43095259,139.9253941,22415,77.8,7233.1,137,47,64.7,Normal
3/18/2021 16:41,PAI-Vehicle,35.42640662,139.9302864,23844,205.2,17296,117,85.5,145.9,Abnormal
3/18/2021 16:42,PAI-Vehicle,35.42214016,139.9356937,7208,89.6,7872.9,116,35.5,52,Normal
3/18/2021 16:43,PAI-Vehicle,35.41864289,139.9429893,5143,89.6,7396.7,274,57,66.7,Normal
3/18/2021 16:44,PAI-Vehicle,35.41626467,139.9488258,14534,76.7,7314.2,58,55.6,110.9,Normal
3/18/2021 16:45,PAI-Vehicle,35.412977,139.9555206,17941,88,6471.8,181,57.1,68.3,Normal
3/18/2021 16:46,PAI-Vehicle,35.41738384,139.9570656,8313,88.2,7272.4,156,55.5,69.7,Normal
3/18/2021 16:47,PAI-Vehicle,35.42304942,139.9596405,29364,234.5,20562.6,117,129,191.2,Abnormal
3/18/2021 16:48,PAI-Vehicle,35.42962379,139.9645329,12822,197.8,16010.6,55,154.8,210.9,Abnormal
3/18/2021 16:49,PAI-Vehicle,35.43219395,139.9674726,33071,226.7,19768.7,1857,126,289.9,Abnormal
3/18/2021 16:50,PAI-Vehicle,35.43401224,139.9695969,5422,72.8,7547.7,1,36.6,62.5,Normal
3/18/2021 16:51,PAI-Vehicle,35.43806828,139.9708629,27077,187.2,18383.1,135,151.1,187.2,Abnormal
3/18/2021 16:52,PAI-Vehicle,35.44077801,139.9713778,22632,253.8,22718.5,17,216.5,163.8,Abnormal
3/18/2021 16:53,PAI-Vehicle,35.44285833,139.9720645,34461,182.9,16720.6,734,116.1,213.2,Abnormal
3/18/2021 16:54,PAI-Vehicle,35.44479875,139.9759698,13986,74.6,6508.5,34,39,59.4,Normal
3/18/2021 16:55,PAI-Vehicle,35.44710621,139.9813986,8228,82.3,6310.3,5,44.4,95.2,Normal
3/18/2021 16:56,PAI-Vehicle,35.45002541,139.9884796,11072,85.6,6393.6,155,53.3,83.2,Normal
3/18/2021 16:57,PAI-Vehicle,35.45325912,139.9965048,9351,85.9,7485.8,176,74.3,80.2,Normal
3/18/2021 16:58,PAI-Vehicle,35.45654514,140.0045729,8037,87.5,6539.9,499,21.5,50.9,Normal
3/18/2021 16:59,PAI-Vehicle,35.45892218,140.0093794,8928,76.4,6110.7,159,38,89,Normal
3/18/2021 17:00,PAI-Vehicle,35.46178851,140.014143,3138,86.2,7339.3,182,50.4,93.1,Normal
3/18/2021 17:01,PAI-Vehicle,35.46447997,140.0189495,5250,75.5,6508.5,95,30.4,113.1,Normal
3/18/2021 17:02,PAI-Vehicle,35.46657715,140.0226939,6016,86,7750.3,33,51.3,83.3,Normal
3/18/2021 17:03,PAI-Vehicle,35.4678966,140.0243998,5651,70.1,6769.3,842,55.5,80,Normal
3/18/2021 17:04,PAI-Vehicle,35.4696005,140.0260091,12513,76.2,7220.2,615,52.1,86.6,Normal
3/18/2021 17:05,PAI-Vehicle,35.47362853,140.0293243,5645,87.2,6625.7,661,58.1,95.7,Normal
3/18/2021 17:06,PAI-Vehicle,35.47653802,140.0315237,7863,82.8,7004,173,50.4,92.1,Normal
3/18/2021 17:07,PAI-Vehicle,35.48094138,140.0352144,24928,198.3,19495.3,1456,135.1,248.5,Abnormal
3/18/2021 17:08,PAI-Vehicle,35.48628799,140.0396347,16300,84.7,6627.9,138,44.8,62.2,Normal
3/18/2021 17:09,PAI-Vehicle,35.49317167,140.0443554,11870,73.3,6722.2,34,46.7,74.7,Normal
3/18/2021 17:10,PAI-Vehicle,35.49988006,140.0483894,9331,74.5,7574.7,27,34.6,76.1,Normal
3/18/2021 17:11,PAI-Vehicle,35.50763595,140.053196,16465,189.8,15118,428,89.5,200.4,Abnormal
3/18/2021 17:12,PAI-Vehicle,35.51420341,140.0573158,9556,80.1,6747.8,13,61.3,52.5,Normal
3/18/2021 17:13,PAI-Vehicle,35.52070047,140.0616932,26791,83,6658.6,108,55.7,77.5,Normal
3/18/2021 17:14,PAI-Vehicle,35.52796538,140.0665855,9612,78.2,7738.4,64,45,61.6,Normal
3/18/2021 17:15,PAI-Vehicle,35.5310388,140.0741386,8034,85.9,6677.5,96,49.7,106.5,Normal
3/18/2021 17:16,PAI-Vehicle,35.53285486,140.079031,11898,80.2,6465.9,3,53.7,95.8,Normal
3/18/2021 17:17,PAI-Vehicle,35.53201668,140.0883007,15379,78.2,6171.6,226,46.4,67.7,Normal
3/18/2021 17:18,PAI-Vehicle,35.52824479,140.0971413,9152,80.3,7080,10,52.1,88.4,Normal
3/18/2021 17:19,PAI-Vehicle,35.53048001,140.1022053,16896,72.1,7029.1,121,57,83.9,Normal
3/18/2021 17:20,PAI-Vehicle,35.53495026,140.1082993,4130,82.5,6542.5,164,41.5,118.2,Normal
3/18/2021 17:21,PAI-Vehicle,35.53935041,140.1141787,6795,75.3,6355.8,172,50,96.8,Normal
3/18/2021 17:22,PAI-Vehicle,35.54605495,140.1204443,7165,85,7403.8,85,16,94.3,Normal
3/18/2021 17:23,PAI-Vehicle,35.55041958,140.1240492,7415,85.4,7268.2,34,44.1,42,Normal
3/18/2021 17:24,PAI-Vehicle,35.55719302,140.1257658,3624,90,6491.2,577,64.4,78.9,Normal
3/18/2021 17:25,PAI-Vehicle,35.56253455,140.1282549,29335,206.9,20144,312,164.9,195.5,Abnormal
3/18/2021 17:26,PAI-Vehicle,35.5643499,140.1292849,18800,76.9,6133,112,39.5,79.3,Normal
3/18/2021 17:27,PAI-Vehicle,35.56860881,140.1297998,9492,89.7,7304.8,196,61.8,99.1,Normal
3/18/2021 17:28,PAI-Vehicle,35.57503166,140.1279974,8486,80.7,7831.9,360,58,78.7,Normal
3/18/2021 17:29,PAI-Vehicle,35.58361792,140.1253366,7871,81,6291.3,116,47.5,98.1,Normal
3/18/2021 17:30,PAI-Vehicle,35.58909729,140.1228905,6254,82.2,6641.3,299,40.6,70.3,Normal
3/18/2021 17:31,PAI-Vehicle,35.5944018,140.1199722,12174,78.4,7996.9,4,47.1,53.3,Normal
3/18/2021 17:32,PAI-Vehicle,35.59977575,140.1156807,8170,89.9,7157.8,30,52.5,26.8,Normal
3/18/2021 17:33,PAI-Vehicle,35.60385831,140.1118612,6578,70.9,7454.1,31,46,92.6,Normal
3/18/2021 17:34,PAI-Vehicle,35.60916184,140.1069689,14372,75,6868.4,161,48.9,81.8,Normal
3/18/2021 17:35,PAI-Vehicle,35.61292993,140.1037073,14533,81.9,6797.7,159,40.2,88,Normal
3/18/2021 17:36,PAI-Vehicle,35.61770956,140.0989437,10611,71.1,7594.9,293,50.5,65.4,Normal
3/18/2021 17:37,PAI-Vehicle,35.62374475,140.0926781,10478,88.3,7924.9,132,42.6,78.5,Normal
3/18/2021 17:38,PAI-Vehicle,35.62775632,140.0887299,6110,77.1,7914.4,10,39.3,70.5,Normal
3/18/2021 17:39,PAI-Vehicle,35.62646566,140.0859404,9889,80.6,7729.1,63,37.6,73,Normal
3/18/2021 17:40,PAI-Vehicle,35.62336102,140.0827646,5425,71,6093.4,116,58.2,70.4,Normal
3/18/2021 17:41,PAI-Vehicle,35.62004694,140.0793743,15588,197.2,17681.4,384,185.9,184.1,Abnormal
3/18/2021 17:42,PAI-Vehicle,35.61763979,140.0768852,10445,81.4,6977.8,98,47.5,49.3,Abnormal
3/18/2021 17:43,PAI-Vehicle,35.61429058,140.0733662,11629,87.2,6210.7,378,52.8,94.6,Normal
3/18/2021 17:44,PAI-Vehicle,35.61156925,140.0705767,11246,74.4,7173.9,291,56.4,69.4,Normal
3/18/2021 17:45,PAI-Vehicle,35.61456969,140.0698042,17997,213.5,19216,215,172.7,140.3,Abnormal
3/18/2021 17:46,PAI-Vehicle,35.61788399,140.066371,9659,74.7,6481.1,348,45.2,71.9,Normal
3/18/2021 17:47,PAI-Vehicle,35.62182609,140.0616503,10833,88.8,7782.4,6,54,103.4,Normal
3/18/2021 17:48,PAI-Vehicle,35.62423312,140.058732,13908,70.9,7898.3,403,56.2,90.8,Normal
3/18/2021 17:49,PAI-Vehicle,35.62583777,140.0533247,11647,72.7,6047.1,254,54.5,58.6,Normal
3/18/2021 17:50,PAI-Vehicle,35.62814003,140.0494194,5606,90,7289.8,99,45.1,106.9,Normal
3/18/2021 17:51,PAI-Vehicle,35.63141889,140.0455141,11183,75.9,6979.4,96,47.4,56.1,Normal
3/18/2021 17:52,PAI-Vehicle,35.63525568,140.0409651,8628,89.6,7935.7,60,61.2,80.6,Normal
3/18/2021 17:53,PAI-Vehicle,35.63898766,140.039463,11958,74,6603.7,148,60.7,86.7,Normal
3/18/2021 17:54,PAI-Vehicle,35.64170806,140.0386047,16659,75.9,6081.5,78,79.4,109.5,Normal
3/18/2021 17:55,PAI-Vehicle,35.64575361,140.0335407,11818,75.6,7002,29,53.6,36.9,Normal
3/18/2021 17:56,PAI-Vehicle,35.64955484,140.0289488,9180,86,6329,243,48,66.5,Normal
3/18/2021 17:57,PAI-Vehicle,35.65328615,140.0244427,6233,73,7932.1,363,57.7,108.4,Abnormal
3/18/2021 17:58,PAI-Vehicle,35.65708703,140.0189924,11524,73.2,6924.9,285,39.8,102,Abnormal
3/18/2021 17:59,PAI-Vehicle,35.66165482,140.0119543,22067,177.9,13679.1,503,116,178.6,Abnormal
3/18/2021 18:00,PAI-Vehicle,35.6664664,140.0067616,17403,210.1,19904,289,146.4,176.8,Abnormal
3/18/2021 18:01,PAI-Vehicle,35.67037124,140.0027275,26549,184.9,15074.2,206,126.5,174.8,Abnormal
3/18/2021 18:02,PAI-Vehicle,35.67535661,139.9998951,34015,185.4,17837.6,1198,154.2,262.3,Abnormal
3/18/2021 18:03,PAI-Vehicle,35.67615842,140.0025988,5883,87,6755.3,28,32.5,82.7,Normal
3/18/2021 18:04,PAI-Vehicle,35.68002793,140.0001955,8453,86.2,6234.4,314,59.8,93.2,Normal
3/18/2021 18:05,PAI-Vehicle,35.68375781,139.9927711,9134,81.5,6110,237,52.9,94.8,Normal
3/18/2021 18:06,PAI-Vehicle,35.68661611,139.9839735,3425,80.4,7015.3,9,47.5,87.2,Normal
3/18/2021 18:07,PAI-Vehicle,35.68898633,139.9748325,9169,71.2,7076.6,59,38.7,80.8,Normal
3/18/2021 18:08,PAI-Vehicle,35.69135648,139.9661636,4649,71.5,6309.7,279,46.3,70.7,Normal
3/18/2021 18:09,PAI-Vehicle,35.6927158,139.9601555,6825,86.4,6987.5,15,45.9,54.2,Normal
3/18/2021 18:10,PAI-Vehicle,35.69191415,139.9551773,31931,190.8,18095.6,396,127.4,133,Abnormal
3/18/2021 18:11,PAI-Vehicle,35.68811494,139.9485254,8420,73.3,6011.4,267,47.9,61.3,Abnormal
3/18/2021 18:12,PAI-Vehicle,35.68860292,139.9463797,10217,77.9,6137.8,69,57.4,86.7,Abnormal
3/18/2021 18:13,PAI-Vehicle,35.69180959,139.942131,3090,75.1,6019.4,238,69,70.6,Abnormal
3/18/2021 18:14,PAI-Vehicle,35.69721184,139.9368954,5984,79.8,6033.5,329,49.7,91.2,Normal
3/18/2021 18:15,PAI-Vehicle,35.70170763,139.9322605,3112,71.9,6299.3,22,48.8,74,Normal
3/18/2021 18:16,PAI-Vehicle,35.70470468,139.9273682,20243,243.4,20072.6,161,195.2,190.2,Abnormal
3/18/2021 18:17,PAI-Vehicle,35.71000152,139.9241066,56245,214,21079.3,327,155.7,298,Abnormal
3/18/2021 18:18,PAI-Vehicle,35.71094237,139.9199438,9692,84.1,7891.5,40,65.7,72,Abnormal
3/18/2021 18:19,PAI-Vehicle,35.70892128,139.9150944,12617,74.5,6104.5,96,36.5,104.6,Normal
3/18/2021 18:20,PAI-Vehicle,35.70512287,139.908185,7343,85.3,6100.8,147,44.9,77,Normal
3/18/2021 18:21,PAI-Vehicle,35.70160308,139.8977995,6318,79.9,6757.3,9,52.9,121.9,Normal
3/18/2021 18:22,PAI-Vehicle,35.69933779,139.8950529,11036,89.6,7035.4,68,59.1,84.5,Normal
3/18/2021 18:23,PAI-Vehicle,35.69756036,139.8926497,8045,84.8,7852,107,67.3,100.2,Normal
3/18/2021 18:24,PAI-Vehicle,35.69749066,139.8816633,8770,70.5,6460.6,34,43.4,87.8,Normal
3/18/2021 18:25,PAI-Vehicle,35.6982574,139.8741531,13455,79.7,7383.5,74,62.8,45.7,Normal
3/18/2021 18:26,PAI-Vehicle,35.69916353,139.8645401,11313,88.5,7940.4,125,50.8,110.6,Normal
3/18/2021 18:27,PAI-Vehicle,35.6983968,139.8541546,4218,83,7877.5,87,39.3,93.5,Normal
3/18/2021 18:28,PAI-Vehicle,35.69703758,139.849906,8454,89.1,6530.1,55,44.1,90.1,Normal
3/18/2021 18:29,PAI-Vehicle,35.69452819,139.8464727,19852,75.3,7888.4,180,41.5,65,Abnormal
3/18/2021 18:30,PAI-Vehicle,35.69424936,139.8382759,10223,87.5,6842.5,127,51.8,55.1,Abnormal
3/18/2021 18:31,PAI-Vehicle,35.69379627,139.8284483,9394,85.5,7853.8,264,50.9,46.7,Normal
3/18/2021 18:32,PAI-Vehicle,35.69334317,139.8198652,4244,87.8,6773.3,59,64.7,85.5,Normal
3/18/2021 18:33,PAI-Vehicle,35.69309919,139.8145437,11313,81.5,6649.3,132,28.8,56.6,Normal
3/18/2021 18:34,PAI-Vehicle,35.69261124,139.8055315,3591,72.1,6186.5,167,61.3,50.2,Normal
3/18/2021 18:35,PAI-Vehicle,35.69212328,139.7973347,14226,87.5,6031.6,251,53.9,77.2,Normal
3/18/2021 18:36,PAI-Vehicle,35.69173988,139.790554,5577,72.5,6458.1,191,41.3,53.6,Normal
3/18/2021 18:37,PAI-Vehicle,35.68996228,139.788537,15228,80,7254,544,49.5,82.9,Normal
3/18/2021 18:38,PAI-Vehicle,35.68787094,139.7903824,4465,79.6,7608.3,37,46.8,63.2,Normal
3/18/2021 18:39,PAI-Vehicle,35.68584926,139.792099,7868,83.9,7706.9,37,56.5,90.6,Normal
3/18/2021 18:40,PAI-Vehicle,35.68337437,139.7895241,4461,75,7200.7,254,58,68.5,Normal
3/18/2021 18:41,PAI-Vehicle,35.68016736,139.7832155,6734,76.7,7363.1,156,44.5,104.4,Normal
3/18/2021 18:42,PAI-Vehicle,35.68204975,139.7800827,5441,88.2,7388,202,52,29,Normal
3/18/2021 18:43,PAI-Vehicle,35.68442011,139.7783232,17822,82.7,7310.1,239,65.5,89.1,Normal
3/18/2021 18:44,PAI-Vehicle,35.68414125,139.774332,9610,77.8,6640.4,87,48.6,67.4,Normal
3/18/2021 18:45,PAI-Vehicle,35.68511726,139.7708559,7932,74.2,7408.4,273,36.7,62.8,Normal
3/18/2021 18:46,PAI-Vehicle,35.68731324,139.7694397,9677,78.6,6034,13,61.3,84.1,Normal
3/18/2021 18:47,PAI-Vehicle,35.68898633,139.7665644,5859,89.9,6863.1,1,53.9,90.7,Normal
3/18/2021 18:48,PAI-Vehicle,35.69024113,139.7628736,11441,77.8,6217,541,59.8,100.5,Normal
3/18/2021 18:49,PAI-Vehicle,35.69128677,139.7596979,12226,70.5,6045.3,622,47.6,77.5,Normal
3/18/2021 18:50,PAI-Vehicle,35.69142619,139.7557497,34639,218.5,22299.1,44,103.6,305.6,Abnormal
3/18/2021 18:51,PAI-Vehicle,35.68985772,139.7516727,15520,75.4,7190.3,22,70.7,70.2,Normal
3/18/2021 18:52,PAI-Vehicle,35.6894046,139.7473812,4118,80.8,6068,73,56.2,86.4,Normal
3/18/2021 18:53,PAI-Vehicle,35.68898633,139.7454071,12529,79,6064.1,1,56.6,101.9,Normal
3/18/2021 18:54,PAI-Vehicle,35.68494297,139.7446775,8912,83.7,7976.2,55,55.5,58.2,Normal
3/18/2021 18:55,PAI-Vehicle,35.68288636,139.7441626,10957,83.7,6217.5,179,50.3,57.5,Normal
3/18/2021 18:56,PAI-Vehicle,35.67985363,139.7456646,10225,86.8,7673.6,81,50,52.5,Normal
3/18/2021 18:57,PAI-Vehicle,35.67734369,139.7494411,6039,88.5,6242.4,7,54.3,89.1,Normal
3/18/2021 18:58,PAI-Vehicle,35.67783174,139.7532606,10876,84,6589,633,63.8,109.8,Normal
3/18/2021 18:59,PAI-Vehicle,35.67647217,139.7566509,9257,87.4,6897,677,35.9,95.4,Normal
3/18/2021 19:00,PAI-Vehicle,35.67469423,139.7600412,7755,81,7767.9,133,58.5,85.7,Normal
3/18/2021 19:01,PAI-Vehicle,35.67228873,139.7636032,10264,79.7,7311,117,50.9,109.8,Normal
3/18/2021 19:02,PAI-Vehicle,35.66984828,139.7666931,5313,72.4,7603.4,204,37.3,55,Normal
3/18/2021 19:03,PAI-Vehicle,35.66643153,139.7708559,15628,75.7,6812.1,700,39.9,51.6,Normal
3/18/2021 19:04,PAI-Vehicle,35.6624219,139.7748899,5050,77.4,7289,337,50.4,87.1,Normal
3/18/2021 19:05,PAI-Vehicle,35.65931865,139.7777224,5716,83.8,7398.4,15,54.2,80.6,Normal
3/18/2021 19:06,PAI-Vehicle,35.66134101,139.7803402,7418,82.4,7658.2,78,60.3,87.6,Normal
3/18/2021 19:07,PAI-Vehicle,35.66444418,139.7848034,8965,82.7,7115,16,57.8,78.4,Normal
3/18/2021 19:08,PAI-Vehicle,35.66639667,139.7873354,2346,89.4,6457.3,66,44.7,75.8,Normal
3/18/2021 19:09,PAI-Vehicle,35.66827939,139.7851896,6476,76.3,6566.6,114,56.8,90.1,Normal
3/18/2021 19:10,PAI-Vehicle,35.67197496,139.7843313,8379,87.1,7377.6,153,54,68.8,Normal
3/18/2021 19:11,PAI-Vehicle,35.67511257,139.7814131,7243,79.8,7483.8,397,47.8,99.1,Normal
3/18/2021 19:12,PAI-Vehicle,35.67455478,139.7796106,9075,82,6247,20,44,42.5,Normal
3/18/2021 19:13,PAI-Vehicle,35.67469423,139.7740746,13586,77.7,7500.3,161,56.3,91.9,Normal
3/18/2021 19:14,PAI-Vehicle,35.4443792,139.6509075,4241,77,6680.9,213,53.5,38.7,Normal
3/18/2021 19:15,PAI-Vehicle,35.44570776,139.6491051,12752,84.3,7615.8,1178,49.6,51.7,Normal
3/18/2021 19:16,PAI-Vehicle,35.44703629,139.6465302,5289,76.8,6329.2,283,49.6,84.4,Normal
3/18/2021 19:17,PAI-Vehicle,35.44787535,139.6447277,11452,77.8,7318.7,15,35.2,77.1,Normal
3/18/2021 19:18,PAI-Vehicle,35.44693141,139.642539,9660,80.4,7158.6,102,56.9,94.9,Normal
3/18/2021 19:19,PAI-Vehicle,35.44934369,139.6377754,12932,71,7970.2,357,38.2,117,Normal
3/18/2021 19:20,PAI-Vehicle,35.45014776,139.6360588,30178,246.5,21345.5,311,203.4,96.8,Abnormal
3/18/2021 19:21,PAI-Vehicle,35.44979817,139.6326256,5507,86.9,6582.6,120,40.6,111.3,Normal
3/18/2021 19:22,PAI-Vehicle,35.45196565,139.6323252,14695,88.2,7774.7,95,45.5,103.5,Normal
3/18/2021 19:23,PAI-Vehicle,35.4546924,139.6282053,8964,76.7,7104.1,610,42.3,105,Normal
3/18/2021 19:24,PAI-Vehicle,35.45983102,139.6239567,14744,175.2,13613.4,767,89.7,148,Abnormal
3/18/2021 19:25,PAI-Vehicle,35.46552857,139.6238708,13577,88.5,6736.3,199,41,65.8,Normal
3/18/2021 19:26,PAI-Vehicle,35.46975778,139.6294498,7026,78.4,6684.4,317,44.2,43.7,Normal
3/18/2021 19:27,PAI-Vehicle,35.47555947,139.6356297,28705,208.2,19883.5,64,96.1,157,Abnormal
3/18/2021 19:28,PAI-Vehicle,35.47961341,139.6406937,10676,89.9,6033.5,373,46.7,111.5,Normal
3/18/2021 19:29,PAI-Vehicle,35.48300319,139.6470451,11489,78.2,7971.1,333,54.3,70.7,Normal
3/18/2021 19:30,PAI-Vehicle,35.485659,139.6551991,18767,156.4,15585.3,126,139.6,163.3,Abnormal
